,Sentence,Intent,Color,Item
927,qspioojvvpk,unknown,unknown,unknown
4165,xupnupgxjnzvi,unknown,unknown,unknown
10341,uageipuus,unknown,unknown,unknown
7289,aqwfsifhefaujqykzpj,unknown,unknown,unknown
6683,grzoawngvkpb,unknown,unknown,unknown
9056,ertznkbahrhlmy,unknown,unknown,unknown
12299,toetnorvcgrxedikbxn,unknown,unknown,unknown
7633,irienlmnp,unknown,unknown,unknown
8637,cwcxsjp,unknown,unknown,unknown
3122,what about the yellow body,unknown,yellow,body
12224,ffchrsaiadqu,unknown,unknown,unknown
4789,cwkuxdxawkadrbqrj,unknown,unknown,unknown
8781,sxdqtekjkkdugh,unknown,unknown,unknown
6103,is the pink dress expensive ?,unknown,pink,dress
6784,may i ask for a purple skirt,Check Availability,purple,skirt
11917,fqqbbdvugip,unknown,unknown,unknown
6311,nwwhukuvartvn,unknown,unknown,unknown
523,what about the purple shirt,unknown,purple,shirt
11937,aybzhpxvxruesl,unknown,unknown,unknown
5952,ikiiuosji,unknown,unknown,unknown
5231,xajpaggbpnptciydkv,unknown,unknown,unknown
13443,zseiayhedfkokc,unknown,unknown,unknown
13562,nkrk,unknown,unknown,unknown
2532,what about the red skirt,unknown,red,skirt
9485,ucnffpxkxorp,unknown,unknown,unknown
13596,dqysrocqytct,unknown,unknown,unknown
12524,qqdszsagxnk,unknown,unknown,unknown
15915,apudptquaprpug,unknown,unknown,unknown
253,jfzbrk,unknown,unknown,unknown
4653,yoi,unknown,unknown,unknown
6229,rqako,unknown,unknown,unknown
15447,feufeokrolmhwnpc,unknown,unknown,unknown
9567,stfjuklmefcksy,unknown,unknown,unknown
14062,wutjhzjhtgybshycepx,unknown,unknown,unknown
8993,iwbnzjnjxcawbqd,unknown,unknown,unknown
11070,szeovwzlmraitkfs,unknown,unknown,unknown
3859,i am looking for a red short,Check Availability,red,short
2333,ov,unknown,unknown,unknown
12800,knditsfrntwob,unknown,unknown,unknown
13896,ohfsbtssnc,unknown,unknown,unknown
9060,cddrgbvhcug,unknown,unknown,unknown
14778,ikgyhwwooxhgj,unknown,unknown,unknown
515,how much does a orange skirt cost,Asking for the price,orange,skirt
13385,dxsxwfireewehb,unknown,unknown,unknown
2812,nwoohcockxdfsigbwq,unknown,unknown,unknown
9405,lmiydnbusiqoi,unknown,unknown,unknown
5058,atbgpezpbiypjygl,unknown,unknown,unknown
12404,qqgwrkdfaexocuvrj,unknown,unknown,unknown
8012,oshlmfvkdyruunfpt,unknown,unknown,unknown
12448,jlmeeoqveska,unknown,unknown,unknown
12640,xztystk,unknown,unknown,unknown
11642,pvghbtasteorp,unknown,unknown,unknown
3518,is there available a red pullover,Check Availability,red,pullover
6772,basrlmqz,unknown,unknown,unknown
10264,ojnapwgqdorypyirc,unknown,unknown,unknown
14233,jsojlm,unknown,unknown,unknown
15044,bdkjyqut,unknown,unknown,unknown
12274,iunhcglmyagorrv,unknown,unknown,unknown
14968,vpnpbupkuuvguk,unknown,unknown,unknown
374,akwkxcupiienrckqd,unknown,unknown,unknown
7891,rdcfylmiioe,unknown,unknown,unknown
8814,xlmtuasy,unknown,unknown,unknown
12873,jhszaddajnnxeqt,unknown,unknown,unknown
6265,ekbypb,unknown,unknown,unknown
7312,rjbnpuak,unknown,unknown,unknown
14369,ysrjtkg,unknown,unknown,unknown
650,lmvjb,unknown,unknown,unknown
2754,what is the price of a black short,Asking for the price,black,short
8730,kzji,unknown,unknown,unknown
14919,nefieku,unknown,unknown,unknown
14894,agnydvytkialm,unknown,unknown,unknown
3839,flmuofayuvpb,unknown,unknown,unknown
3424,some yellow shoes,unknown,yellow,shoes
15528,svitqpqoax,unknown,unknown,unknown
2805,cdqobitvxfszeyuec,unknown,unknown,unknown
2832,wxjwtfoanclmcbdqk,unknown,unknown,unknown
12440,srslmpcdewso,unknown,unknown,unknown
7423,ybvsbxdavaj,unknown,unknown,unknown
16074,jjbva,unknown,unknown,unknown
7717,foihvhusororsht,unknown,unknown,unknown
5308,was,unknown,unknown,unknown
3030,elmkbkktlmnvlmwtex,unknown,unknown,unknown
7620,hgxdntyftzovi,unknown,unknown,unknown
9730,avhfooaubug,unknown,unknown,unknown
1326,vfwnbannbiiheiwtka,unknown,unknown,unknown
14686,teprtaqfgq,unknown,unknown,unknown
9480,ntznlmsfeqxkypo,unknown,unknown,unknown
6759,pqsguiycwlmjwt,unknown,unknown,unknown
6407,ipubqkaygafq,unknown,unknown,unknown
13969,wyfscfzagdfxxh,unknown,unknown,unknown
4820,nw,unknown,unknown,unknown
10029,bvlmtnq,unknown,unknown,unknown
12730,fiwbggdyz,unknown,unknown,unknown
11375,xnsqhynlmkfrkryq,unknown,unknown,unknown
3558,cr,unknown,unknown,unknown
12645,wnbqytrggcxrhwajbk,unknown,unknown,unknown
13649,zzurbdba,unknown,unknown,unknown
8496,ajijojqdcn,unknown,unknown,unknown
4289,may i ask for a gray body,Check Availability,gray,body
11938,gjegq,unknown,unknown,unknown
15013,qdq,unknown,unknown,unknown
12738,npig,unknown,unknown,unknown
11367,iha,unknown,unknown,unknown
13989,qrlmlmzjp,unknown,unknown,unknown
4607,gfcwuujqhkyh,unknown,unknown,unknown
8061,tedapswlmdjyrpgjshd,unknown,unknown,unknown
208,jesveyexlmjnziaehk,unknown,unknown,unknown
13373,rahrygjfvqhhkwofjw,unknown,unknown,unknown
14938,jpkfoegvdvwuyio,unknown,unknown,unknown
2092,zlmouswkibvhcf,unknown,unknown,unknown
376,how much does a red shirt cost,Asking for the price,red,shirt
5765,We are walking,unknown,unknown,unknown
4827,zqgyyorielm,unknown,unknown,unknown
11772,xokent,unknown,unknown,unknown
13031,qdlm,unknown,unknown,unknown
5936,zsgwucqjblmuaxvlm,unknown,unknown,unknown
15558,obpiz,unknown,unknown,unknown
12338,reiscrcrlmsnwczwa,unknown,unknown,unknown
6239,some white skirt,unknown,white,skirt
14324,uhtlmjzhvypdodvgzx,unknown,unknown,unknown
6952,ddfadnjgfuqvethuo,unknown,unknown,unknown
1801,dgoquhzfzryvfazrh,unknown,unknown,unknown
11620,irxdtqvikbvbhcok,unknown,unknown,unknown
5945,what about black skirt,unknown,black,skirt
10952,svti,unknown,unknown,unknown
14070,xioa,unknown,unknown,unknown
16100,neificsiudefeqhxb,unknown,unknown,unknown
12779,frf,unknown,unknown,unknown
12696,cybaio,unknown,unknown,unknown
15635,fvxxwwpwzp,unknown,unknown,unknown
7759,getasuv,unknown,unknown,unknown
157,is the gray body expensive ?,unknown,gray,body
2357,jvuvtbwknlmycyota,unknown,unknown,unknown
12241,zvvnsexlmblmp,unknown,unknown,unknown
2835,ggvypnlmlmie,unknown,unknown,unknown
9928,rtkwkdghlmgar,unknown,unknown,unknown
11792,dyat,unknown,unknown,unknown
9967,vtffcctdthqtfef,unknown,unknown,unknown
16370,do you has yellow coats,Check Availability,yellow,jacket
1181,ylme,unknown,unknown,unknown
12782,xjchb,unknown,unknown,unknown
5396,wbcxlmsaagerv,unknown,unknown,unknown
6457,uk,unknown,unknown,unknown
2597,qibuipjurdjgciuup,unknown,unknown,unknown
3364,They are walking,unknown,unknown,unknown
2163,wsplmccqbbelmbhjfr,unknown,unknown,unknown
7686,yiesuscquvwerokd,unknown,unknown,unknown
10342,iozkajulmb,unknown,unknown,unknown
12940,anriffktlmpopbo,unknown,unknown,unknown
11928,lmhhfqsfbnzlm,unknown,unknown,unknown
10447,yzygkstzypsj,unknown,unknown,unknown
14929,wlmj,unknown,unknown,unknown
8268,zadpwrbfhokynq,unknown,unknown,unknown
15476,uhzblmynaas,unknown,unknown,unknown
7444,osdeedhuzgwt,unknown,unknown,unknown
249,vdfwaik,unknown,unknown,unknown
9839,lmzdcsiuq,unknown,unknown,unknown
15038,jwlmynvsqfswx,unknown,unknown,unknown
12553,rfyjefvtyunheje,unknown,unknown,unknown
8685,fvtnqizh,unknown,unknown,unknown
12900,iqppyetwaidhwl,unknown,unknown,unknown
14697,lmglmkewhlme,unknown,unknown,unknown
8399,brdxso,unknown,unknown,unknown
8135,iyvnhlmnpd,unknown,unknown,unknown
15364,zvfevw,unknown,unknown,unknown
9646,hixturgzwcckecj,unknown,unknown,unknown
3285,do you still have a white shirt,Check Availability,white,shirt
15800,dnxt,unknown,unknown,unknown
16088,skr,unknown,unknown,unknown
16295,kkiwwdeaapxuiylmck,unknown,unknown,unknown
12375,tawnahiorc,unknown,unknown,unknown
13227,yajfngnzc,unknown,unknown,unknown
5356,snshdpng,unknown,unknown,unknown
15858,xjt,unknown,unknown,unknown
10647,unanxvjgxa,unknown,unknown,unknown
8683,nydxxpnncjb,unknown,unknown,unknown
6332,what about a orange shirt,unknown,orange,shirt
7619,bwicpejtxwbjoqfuiq,unknown,unknown,unknown
3705,ekgngkijulm,unknown,unknown,unknown
7296,npvauweecklms,unknown,unknown,unknown
2373,jqzsce,unknown,unknown,unknown
8421,ocnbfd,unknown,unknown,unknown
11016,ccul,unknown,unknown,unknown
8213,qxkyotlmknurakj,unknown,unknown,unknown
11445,ziqtwbekfwjnz,unknown,unknown,unknown
6367,some cyan pantalon,unknown,cyan,pantalon
2446,is the red skirt expensive ?,unknown,red,skirt
13015,lmvlmprseidjv,unknown,unknown,unknown
8759,eurfv,unknown,unknown,unknown
3657,rrccakbh,unknown,unknown,unknown
11940,ztv,unknown,unknown,unknown
8059,vpl,unknown,unknown,unknown
354,izwi,unknown,unknown,unknown
4992,tewbgbpapg,unknown,unknown,unknown
6296,qrnecgkzaktcpjt,unknown,unknown,unknown
5585,ykgiyqfywvgydoaegei,unknown,unknown,unknown
205,lmaxepx,unknown,unknown,unknown
3450,ttvwwoejcsfusp,unknown,unknown,unknown
5576,hkifa,unknown,unknown,unknown
8462,nosz,unknown,unknown,unknown
10218,gtnnql,unknown,unknown,unknown
10319,qxnzlmouf,unknown,unknown,unknown
8151,iaw,unknown,unknown,unknown
8389,gtfgdjeehq,unknown,unknown,unknown
7972,zybnw,unknown,unknown,unknown
2316,what about a brown pantalon,unknown,brown,pantalon
1785,is there a black hat,Check Availability,black,hat
2260,I is playing a game,unknown,unknown,unknown
13352,jf,unknown,unknown,unknown
56,htuthqpeg,unknown,unknown,unknown
14406,yhuslmfkd,unknown,unknown,unknown
716,yfjyanwcwxu,unknown,unknown,unknown
11529,tzgih,unknown,unknown,unknown
3812,zpydbuhhiqwinc,unknown,unknown,unknown
3196,dqrftkazxy,unknown,unknown,unknown
11520,qhapfxvbyda,unknown,unknown,unknown
10784,svejgiunlmt,unknown,unknown,unknown
2502,what is the price of a gray short,Asking for the price,gray,short
8107,cneajfex,unknown,unknown,unknown
1887,may i ask for a t-shirt,Check Availability,unknown,t-shirt
3788,xvyvzqrsnqhveqnxjng,unknown,unknown,unknown
1566,vfkufbytxrxo,unknown,unknown,unknown
4576,do you still have a gray skirt,Check Availability,gray,skirt
1009,hbzshitjazerp,unknown,unknown,unknown
7488,lmryzovkktjjnf,unknown,unknown,unknown
4039,what about black pantalon,unknown,black,pantalon
384,xkcnbeantrgnh,unknown,unknown,unknown
11782,qzlmekhq,unknown,unknown,unknown
14392,lmhosjirijfkauy,unknown,unknown,unknown
1683,sjsny,unknown,unknown,unknown
1610,dgvk,unknown,unknown,unknown
12835,dkxa,unknown,unknown,unknown
9824,crtwspklmhizrfokw,unknown,unknown,unknown
13147,dpfnejxiuufew,unknown,unknown,unknown
14162,btiabnwbyjuiqlmed,unknown,unknown,unknown
4156,xkewvgcv,unknown,unknown,unknown
13464,ubvpk,unknown,unknown,unknown
10891,wnel,unknown,unknown,unknown
254,is the orange jeans expensive ?,unknown,orange,jeans
2663,scouvsz,unknown,unknown,unknown
13580,bjgiq,unknown,unknown,unknown
7815,hcwpnbqnzaupo,unknown,unknown,unknown
5859,hpjtq,unknown,unknown,unknown
13885,fsdtu,unknown,unknown,unknown
11270,pkeggtgv,unknown,unknown,unknown
5498,vgadlm,unknown,unknown,unknown
12174,pjucypeiso,unknown,unknown,unknown
2512,oftnujwggf,unknown,unknown,unknown
10365,vlmwjlmfeshcxttklm,unknown,unknown,unknown
4459,cftjwr,unknown,unknown,unknown
7443,nwcfxsehydyc,unknown,unknown,unknown
9288,olmzfko,unknown,unknown,unknown
9599,jaflmeei,unknown,unknown,unknown
5554,is the purple skirt expensive ?,unknown,purple,skirt
16116,fnczsispyyo,unknown,unknown,unknown
10937,qaq,unknown,unknown,unknown
14455,oojotqny,unknown,unknown,unknown
7313,yphxagrfcsew,unknown,unknown,unknown
8416,hdsjobagh,unknown,unknown,unknown
2582,gblmjtendujofco,unknown,unknown,unknown
4002,srujhkennw,unknown,unknown,unknown
9160,dthvytuidzsiev,unknown,unknown,unknown
9827,ucfnlmlmevoqfrv,unknown,unknown,unknown
11403,ggqvpoyufdfzwotq,unknown,unknown,unknown
10430,thqlm,unknown,unknown,unknown
7876,gsrlmonwjrzc,unknown,unknown,unknown
111,gbdvjsrhtudhfdl,unknown,unknown,unknown
11490,xtlmrnnykyie,unknown,unknown,unknown
930,gvzpiphbxojfyaao,unknown,unknown,unknown
11147,ddgdwxrvenxxv,unknown,unknown,unknown
13384,iciqiwuyzy,unknown,unknown,unknown
5430,yif,unknown,unknown,unknown
15429,isolmwulmk,unknown,unknown,unknown
490,fttaeyqiovdnjlmv,unknown,unknown,unknown
5221,is the purple pantalon expensive ?,unknown,purple,pantalon
6069,crwnwgkax,unknown,unknown,unknown
4316,oslmqea,unknown,unknown,unknown
10801,tdclmzwkznttdf,unknown,unknown,unknown
8941,jjdztcjfzjaqcpyuv,unknown,unknown,unknown
12597,eru,unknown,unknown,unknown
15374,cqvgrel,unknown,unknown,unknown
6121,qonprcgcb,unknown,unknown,unknown
11622,zdakywfcufzcbzw,unknown,unknown,unknown
269,some white t-shirt,unknown,white,t-shirt
11697,kuktxneceiz,unknown,unknown,unknown
9705,jbuwu,unknown,unknown,unknown
12843,hvoajigu,unknown,unknown,unknown
3028,do you still have a black hat,Check Availability,black,hat
6366,oilmwxzpgyqgvqhpeo,unknown,unknown,unknown
11454,gztbwqt,unknown,unknown,unknown
7869,lmqjilmwfyk,unknown,unknown,unknown
2067,what is the price of a purple pullover,Asking for the price,purple,pullover
1233,cvisvpkfqpwkrkkddpj,unknown,unknown,unknown
9930,gnbju,unknown,unknown,unknown
61,ok,unknown,unknown,unknown
1591,kgqdhn,unknown,unknown,unknown
12914,sbhkvfulm,unknown,unknown,unknown
13961,eckgpnjcfs,unknown,unknown,unknown
12365,lmdrxx,unknown,unknown,unknown
8291,gkwvkcjr,unknown,unknown,unknown
2036,lmgynqszf,unknown,unknown,unknown
4167,what about pink chemise,unknown,pink,chemise
14871,pqedsjzsituktrfb,unknown,unknown,unknown
14880,guwavttuqrabjuosbl,unknown,unknown,unknown
4376,can i find a cyan dress,Check Availability,cyan,dress
13233,oquzduou,unknown,unknown,unknown
14814,brhjxghaycplmtbuk,unknown,unknown,unknown
6840,tjrqqrfrnbuwgg,unknown,unknown,unknown
5707,iq,unknown,unknown,unknown
457,ispclm,unknown,unknown,unknown
9197,fkxxwrjlmejghvnkdw,unknown,unknown,unknown
3010,aseayxbqevbiqg,unknown,unknown,unknown
9112,yhlmgrtiftrxskh,unknown,unknown,unknown
15014,ozgglmqdgbxeys,unknown,unknown,unknown
1767,can i find a green t-shirt,Check Availability,green,t-shirt
128,zeqgbueyeajhvwjst,unknown,unknown,unknown
12414,jgtlmdglmwogrtu,unknown,unknown,unknown
9641,zzqvcrsjaqgp,unknown,unknown,unknown
2210,i am looking for a brown jeans,Check Availability,brown,jeans
4414,do you have a blue hat,Check Availability,blue,hat
8015,zylmswvhqrhjytlmp,unknown,unknown,unknown
4866,tddjuj,unknown,unknown,unknown
3084,nfb,unknown,unknown,unknown
13688,attwvvpxlmcxlmg,unknown,unknown,unknown
11159,pvavpg,unknown,unknown,unknown
7361,ip,unknown,unknown,unknown
3462,asxhejuknjqylmiip,unknown,unknown,unknown
265,uj,unknown,unknown,unknown
7152,abid,unknown,unknown,unknown
14833,cygr,unknown,unknown,unknown
4672,ou,unknown,unknown,unknown
10963,nfey,unknown,unknown,unknown
2945,zjf,unknown,unknown,unknown
8379,zozu,unknown,unknown,unknown
10739,lmvqyjyy,unknown,unknown,unknown
10634,rdzxdcctcyjqudvp,unknown,unknown,unknown
561,what about brown shirt,unknown,brown,shirt
8524,cwtcatvnlmb,unknown,unknown,unknown
3040,what about a purple pullover,unknown,purple,pullover
9738,aaf,unknown,unknown,unknown
8536,wbfzpuoegwevlmgfwb,unknown,unknown,unknown
13171,rnzytryvpnglmv,unknown,unknown,unknown
4695,what about a yellow body,unknown,yellow,body
1942,eugdvdlmwkw,unknown,unknown,unknown
12370,bxcvduwlmjkwnk,unknown,unknown,unknown
5542,lm,unknown,unknown,unknown
13683,ikjfsojplmvlmfpxwa,unknown,unknown,unknown
6813,qrhrgqhzsehgvundoy,unknown,unknown,unknown
7920,wk,unknown,unknown,unknown
907,dgdxdzbuyshpdbdr,unknown,unknown,unknown
7499,hvw,unknown,unknown,unknown
5359,kcpizbrcpzbdlmqzrg,unknown,unknown,unknown
1454,qwikisbidaeuv,unknown,unknown,unknown
951,i am looking for a blue shoes,Check Availability,blue,shoes
11657,qyswaxgpjhwuyguovhk,unknown,unknown,unknown
13858,ibeeepwlmneqx,unknown,unknown,unknown
4889,ylmpp,unknown,unknown,unknown
12971,bhrxwvcqk,unknown,unknown,unknown
14850,bwzyesekpsajtjtohy,unknown,unknown,unknown
2376,may i ask for a white chemise,Check Availability,white,chemise
10356,hpfozdkxfq,unknown,unknown,unknown
11361,jalmqsubowvlmsuxqu,unknown,unknown,unknown
15257,nsovjzfkixsnpkhayzb,unknown,unknown,unknown
13483,xsh,unknown,unknown,unknown
3024,djphdgnxgfuulm,unknown,unknown,unknown
8401,wxuibufjnxrj,unknown,unknown,unknown
4669,ftycoehu,unknown,unknown,unknown
5115,uxsraiiblmrnlmsg,unknown,unknown,unknown
9478,oftkijojqyelm,unknown,unknown,unknown
12801,vvxnnevqki,unknown,unknown,unknown
9302,bxspris,unknown,unknown,unknown
15201,qwjdbhxnrdtpky,unknown,unknown,unknown
8745,hwkidcpfuibc,unknown,unknown,unknown
5456,uoxahdvfsioz,unknown,unknown,unknown
5625,can i find a short,Check Availability,unknown,short
4689,what about the red short,unknown,red,short
10188,jpncfikeoqir,unknown,unknown,unknown
13192,wxqttddfvqvhkce,unknown,unknown,unknown
858,jabq,unknown,unknown,unknown
2343,oucquplmd,unknown,unknown,unknown
8517,nrfrts,unknown,unknown,unknown
7022,czqralmakjzfkgi,unknown,unknown,unknown
6608,i am looking for a pink shoes,Check Availability,pink,shoes
11350,qxpcplmcfbbbgwl,unknown,unknown,unknown
4142,xjtfflmffzvjcp,unknown,unknown,unknown
9986,lmlmtisyotpkoxjr,unknown,unknown,unknown
4810,what about the orange short,unknown,orange,short
14006,nyoesaryzlmufnwkrdc,unknown,unknown,unknown
1356,is the red shoes expensive ?,unknown,red,shoes
9937,kfijnktgfwbcuhya,unknown,unknown,unknown
3580,do you still have a yellow hat,Check Availability,yellow,hat
13534,anrbugryuctrovtryoz,unknown,unknown,unknown
7782,esjysfayfadr,unknown,unknown,unknown
1163,geyofftsvhgs,unknown,unknown,unknown
15440,bwssratgzwxvei,unknown,unknown,unknown
2038,cfj,unknown,unknown,unknown
1044,vtibzh,unknown,unknown,unknown
13431,unu,unknown,unknown,unknown
5766,nipbcvyvfeyrfyevdc,unknown,unknown,unknown
7503,awberydehqizwg,unknown,unknown,unknown
4209,trnsrkugfvylmcn,unknown,unknown,unknown
1097,fgjjhxdktl,unknown,unknown,unknown
380,oxstswu,unknown,unknown,unknown
6492,uvlmkkaqdhjqf,unknown,unknown,unknown
2982,cpkckqdagtnwwlmn,unknown,unknown,unknown
7529,pqwjcegxia,unknown,unknown,unknown
1155,atax,unknown,unknown,unknown
6666,vrqiubwyccgnkbqr,unknown,unknown,unknown
8838,adktcydtdazwwok,unknown,unknown,unknown
5379,dniglmcn,unknown,unknown,unknown
12577,svznvt,unknown,unknown,unknown
12658,gob,unknown,unknown,unknown
15043,jyfqrsqx,unknown,unknown,unknown
8447,veqfnsukdpyxxxlmz,unknown,unknown,unknown
11603,xrh,unknown,unknown,unknown
13447,dioaholmhntpvuz,unknown,unknown,unknown
3113,vbxqfedffpawfvt,unknown,unknown,unknown
11000,piaangfsotjesjxa,unknown,unknown,unknown
11085,xaajrhqi,unknown,unknown,unknown
3639,kro,unknown,unknown,unknown
12869,sonfn,unknown,unknown,unknown
2947,what about a orange skirt,unknown,orange,skirt
5870,is the green shirt expensive ?,unknown,green,shirt
14826,fqhrkrvilmade,unknown,unknown,unknown
10737,qaxrvogaci,unknown,unknown,unknown
5687,ufrjjyrgetbcy,unknown,unknown,unknown
6275,i am looking for a yellow dress,Check Availability,yellow,dress
1811,eozlmittyuglmnbrc,unknown,unknown,unknown
8466,jefhig,unknown,unknown,unknown
7630,cinhjtqgnlmlmvrjw,unknown,unknown,unknown
14183,bbjqcdoiikxrrk,unknown,unknown,unknown
10325,qabnskkcaylmazgx,unknown,unknown,unknown
9651,azgvbeburlmyxhxc,unknown,unknown,unknown
952,what is the price of a green chemise,Asking for the price,green,chemise
2370,oswyfzhzfnfh,unknown,unknown,unknown
16278,dgwuznzd,unknown,unknown,unknown
11026,qptsiktnhdubp,unknown,unknown,unknown
2893,what about the orange hat,unknown,orange,hat
10575,tgtdxkkxyodccpiss,unknown,unknown,unknown
13412,aueoweezpckocggvxps,unknown,unknown,unknown
16047,fysicdphyidpfff,unknown,unknown,unknown
995,sezskzphtppqjd,unknown,unknown,unknown
12030,bjsziyjeb,unknown,unknown,unknown
840,is there a gray chemise,Check Availability,gray,chemise
1363,dnzkpd,unknown,unknown,unknown
10888,vef,unknown,unknown,unknown
3075,how much does a purple hat cost,Asking for the price,purple,hat
10233,xacqikgt,unknown,unknown,unknown
5525,epfbxstqya,unknown,unknown,unknown
7008,may i ask for a orange chemise,Check Availability,orange,chemise
12288,olmzbtyqbzahsgkqyw,unknown,unknown,unknown
3555,ff,unknown,unknown,unknown
9410,viuavgnrsdscuizwnq,unknown,unknown,unknown
13652,tynpeaqxbupvo,unknown,unknown,unknown
8280,nlmilmrtcjyfskbwycr,unknown,unknown,unknown
6142,nawealmgnxta,unknown,unknown,unknown
6085,ovbppxscefipapfzqjz,unknown,unknown,unknown
6104,kapv,unknown,unknown,unknown
2672,zpct,unknown,unknown,unknown
14359,ycwaihotixe,unknown,unknown,unknown
16304,qqt,unknown,unknown,unknown
6,ebosstqvcfp,unknown,unknown,unknown
13063,ioysqeakxtdizyki,unknown,unknown,unknown
7958,hafjvgq,unknown,unknown,unknown
14840,kdbrwy,unknown,unknown,unknown
5111,may i ask for a black hat,Check Availability,black,hat
16411,how may a pretty black dress cost ?,Asking for the price,black,dress
3645,vzip,unknown,unknown,unknown
14662,seokatlmajv,unknown,unknown,unknown
14536,itwaxx,unknown,unknown,unknown
6446,what is the price of a red jeans,Asking for the price,red,jeans
970,yeeytvxsgre,unknown,unknown,unknown
4747,We are dancing,unknown,unknown,unknown
1615,i am looking for a orange shirt,Check Availability,orange,shirt
8256,pjlmsgqjczdfcvtyd,unknown,unknown,unknown
2725,fbzks,unknown,unknown,unknown
5555,gyp,unknown,unknown,unknown
11072,kx,unknown,unknown,unknown
14892,hxtrocglmobzh,unknown,unknown,unknown
14280,kxfanvpqj,unknown,unknown,unknown
3087,is there a blue pantalon,Check Availability,blue,pantalon
15430,krfprzsibanzsq,unknown,unknown,unknown
11208,ktxcg,unknown,unknown,unknown
12379,tx,unknown,unknown,unknown
11983,iclmxcjzj,unknown,unknown,unknown
2302,is there a red pantalon,Check Availability,red,pantalon
13976,njffy,unknown,unknown,unknown
3847,is the orange hat expensive ?,unknown,orange,hat
8345,adpxvovwlmbeay,unknown,unknown,unknown
10628,dgxihxitqfbasvz,unknown,unknown,unknown
15951,yzudqgtnbvrcdygazr,unknown,unknown,unknown
1291,do you have a black body,Check Availability,black,body
15057,ocznxknuchgq,unknown,unknown,unknown
14497,jgbvbuvykqe,unknown,unknown,unknown
9339,eulmtfuocqfej,unknown,unknown,unknown
11785,ygourzcg,unknown,unknown,unknown
5921,hjarqprugwrra,unknown,unknown,unknown
2658,is there available a yellow pullover,Check Availability,yellow,pullover
7410,ufsycvgs,unknown,unknown,unknown
6883,lmfnpzwwj,unknown,unknown,unknown
15258,qigwqivk,unknown,unknown,unknown
4784,I is cleaning the home,unknown,unknown,unknown
7511,toveglmizhohsy,unknown,unknown,unknown
1485,wvwanwey,unknown,unknown,unknown
12701,dfvjtcjgbplmqkf,unknown,unknown,unknown
15286,pabvbcnk,unknown,unknown,unknown
10808,zvprzqxqxzziyjxdiz,unknown,unknown,unknown
10031,fhzbthlmjvxyclm,unknown,unknown,unknown
13012,gadfryvz,unknown,unknown,unknown
6712,eadrvwzvqnbefc,unknown,unknown,unknown
1712,do you have a yellow skirt,Check Availability,yellow,skirt
10722,wicuaqcuapbujkeuxqa,unknown,unknown,unknown
4604,what about a brown jeans,unknown,brown,jeans
5659,jhhacwwzggfej,unknown,unknown,unknown
9154,bbge,unknown,unknown,unknown
6549,some green shoes,unknown,green,shoes
5464,pajskvniph,unknown,unknown,unknown
4952,rjxvrvyy,unknown,unknown,unknown
15323,lmwepsxjnkwxghsdh,unknown,unknown,unknown
11023,gtbopdw,unknown,unknown,unknown
12923,zhqajacounzpggrhgt,unknown,unknown,unknown
9102,qbgrtfjbwabnt,unknown,unknown,unknown
14762,zpndrhituulmwj,unknown,unknown,unknown
13864,wpifozxej,unknown,unknown,unknown
25,piwqbzfpcuwpazycd,unknown,unknown,unknown
5206,znejtl,unknown,unknown,unknown
8569,zvfn,unknown,unknown,unknown
8204,ablmfgzk,unknown,unknown,unknown
14293,dhcfdzozyszsf,unknown,unknown,unknown
10456,nkbeeirgoqvnor,unknown,unknown,unknown
16291,xoofidpdkahowazvya,unknown,unknown,unknown
443,what about a dress,unknown,unknown,dress
9494,byrxtqnabji,unknown,unknown,unknown
4524,isabgekra,unknown,unknown,unknown
8892,hhaut,unknown,unknown,unknown
2390,dfq,unknown,unknown,unknown
1718,what is the price of a gray pantalon,Asking for the price,gray,pantalon
9342,lmxvlmxgvha,unknown,unknown,unknown
5520,what about brown body,unknown,brown,body
13105,yqpuciqfcgtlm,unknown,unknown,unknown
4147,kcrvl,unknown,unknown,unknown
3907,lmnofvpodsxuiiusnoz,unknown,unknown,unknown
15247,wuwcwgkyt,unknown,unknown,unknown
12983,ozynpu,unknown,unknown,unknown
346,hrhxeez,unknown,unknown,unknown
8519,uqhkiefqlmrjgjnxf,unknown,unknown,unknown
2073,dirknwdasagx,unknown,unknown,unknown
5712,igu,unknown,unknown,unknown
6854,ncqhxk,unknown,unknown,unknown
6113,ddnefaicydvqtrjyzdp,unknown,unknown,unknown
11153,xdqpqztakt,unknown,unknown,unknown
14813,owqdsnk,unknown,unknown,unknown
7924,yqvaoblmoikpajvd,unknown,unknown,unknown
2939,He is dancing,unknown,unknown,unknown
15237,vf,unknown,unknown,unknown
14424,ecttqoekqswp,unknown,unknown,unknown
5792,brhutdfjr,unknown,unknown,unknown
1607,is there available a white body,Check Availability,white,body
4788,bjaktybn,unknown,unknown,unknown
12355,frtkjbapokc,unknown,unknown,unknown
11761,aznyelmwofbo,unknown,unknown,unknown
2365,fvnvkqplmbgfhzbhfh,unknown,unknown,unknown
15830,bbdqqahqgvsnrn,unknown,unknown,unknown
12272,gtnglmczzdc,unknown,unknown,unknown
5604,djhcra,unknown,unknown,unknown
15880,jvjhyicrqcavbofofs,unknown,unknown,unknown
4060,ylmjshqvspfjhg,unknown,unknown,unknown
2639,what about black short,unknown,black,short
1505,clmkikd,unknown,unknown,unknown
